Date,France_GtP,Belgium_GtP,Italy_GtP,GB_GtP,Germany_IndPower,Germany_GtP,Netherlands_IndPower,Netherlands_GtP,Total_Gas_to_Power_Demand
2023-11-11,9.04,4.79,28.49,45.68,123.42,26.82,33.34,11.59,126.41
2023-11-12,4.52,4.74,30.01,37.47,126.57,25.3,35.31,15.63,117.67
2023-11-13,4.03,4.62,53.28,22.7,138.82,27.98,32.28,12.82,125.42
2023-11-14,7.68,4.44,52.94,41.2,134.8,21.35,31.07,8.49,136.1
2023-11-15,12.17,4.72,55.47,58.55,146.12,33.15,35.73,10.3,174.37
2023-11-16,13.28,8.23,59.28,77.6,160.45,46.11,43.38,20.65,225.15
2023-11-17,17.18,7.95,41.52,66.71,162.13,46.08,45.91,23.53,202.98
2023-11-18,1.36,4.18,38.25,17.13,126.32,29.94,27.7,8.31,99.18
2023-11-19,1.42,3.87,35.8,19.6,111.16,16.9,26.04,3.89,81.49
2023-11-20,13.31,6.91,62.8,52.94,145.7,37.73,39.08,16.98,190.66
2023-11-21,17.17,8.29,70.36,66.84,162.26,47.64,41.28,21.87,232.16
2023-11-22,11.93,5.7,65.19,39.21,170.85,48.74,35.42,17.48,188.26
2023-11-23,2.15,3.76,63.63,17.58,153.86,39.16,28.17,7.26,133.55
2023-11-24,1.85,3.51,57.37,25.71,156.4,33.1,30.28,8.0,129.55
2023-11-25,7.46,4.6,30.27,50.81,146.8,28.35,31.1,9.37,130.86
2023-11-26,12.4,5.81,40.96,64.88,154.04,40.31,34.09,12.62,176.98
2023-11-27,13.8,7.19,69.27,58.46,182.76,52.12,43.93,21.64,222.47
2023-11-28,19.2,13.61,67.3,70.01,195.2,56.89,49.26,25.19,252.2
2023-11-29,22.79,17.48,81.79,87.94,201.78,58.11,56.91,30.55,298.65
2023-11-30,23.55,18.08,82.07,97.57,206.75,67.6,58.72,35.53,324.4
2023-12-01,23.96,17.29,74.8,97.56,202.37,66.0,60.21,38.4,318.01
2023-12-02,20.98,12.86,45.99,79.63,184.1,57.59,57.84,41.22,258.28
2023-12-03,14.37,5.31,41.83,57.2,175.61,43.31,41.35,20.17,182.2
2023-12-04,17.91,9.86,81.55,60.43,203.94,55.94,50.06,25.68,251.37
2023-12-05,19.5,14.18,85.37,84.17,197.84,53.72,61.35,30.69,287.64
2023-12-06,21.56,16.76,88.63,79.26,203.96,63.58,65.23,40.12,309.9
2023-12-07,18.08,11.49,70.78,49.65,197.68,62.36,54.45,35.67,248.03
2023-12-08,16.11,7.08,52.94,49.15,180.15,51.51,46.91,26.01,202.8
2023-12-09,0.44,3.67,47.31,14.48,136.06,29.09,29.05,6.56,101.55
2023-12-10,0.61,3.96,34.86,23.76,130.1,21.58,29.49,5.51,90.29
2023-12-11,13.67,6.93,70.32,59.14,154.68,29.95,41.56,15.42,195.44
2023-12-12,10.33,7.07,75.25,61.96,165.89,47.69,48.45,28.15,230.45
2023-12-13,18.17,8.02,73.47,66.76,166.7,45.49,49.96,25.29,237.2
2023-12-14,19.91,12.51,80.26,70.46,177.69,52.69,55.13,32.17,268.01
2023-12-15,16.0,7.29,52.46,51.78,157.89,41.17,46.83,27.86,196.56
2023-12-16,2.57,4.63,40.25,18.19,131.67,30.74,29.72,8.29,104.68
2023-12-17,0.57,4.34,42.35,15.44,133.12,27.3,28.13,5.73,95.73
2023-12-18,14.98,5.36,71.97,34.39,159.93,34.0,31.5,10.03,170.73
2023-12-19,7.74,4.24,75.26,35.19,155.02,33.66,38.86,16.39,172.49
2023-12-20,0.75,3.35,73.78,13.2,146.24,31.66,29.15,7.45,130.2
2023-12-21,0.8,3.37,63.65,13.63,132.52,19.76,27.72,6.2,107.41
2023-12-22,0.79,3.46,42.68,16.37,125.87,17.1,27.67,5.48,85.88
2023-12-23,0.16,3.21,29.51,12.16,112.18,17.4,28.29,5.28,67.73
2023-12-24,0.16,3.0,36.83,10.89,95.89,13.77,26.09,4.54,69.19
2023-12-25,0.15,3.3,41.91,12.13,96.79,13.91,26.36,4.98,76.37
2023-12-26,0.28,4.04,49.84,26.23,103.34,15.59,31.88,10.93,106.91
2023-12-27,0.12,3.51,66.63,11.5,118.48,25.27,28.69,7.62,114.65
2023-12-28,0.16,3.21,54.91,10.64,106.98,15.72,27.12,5.33,89.97
2023-12-29,0.26,3.42,66.24,13.96,104.14,14.51,27.79,5.2,103.58
2023-12-30,0.17,3.19,56.88,12.07,103.79,16.1,26.88,5.15,93.56
2023-12-31,0.18,3.13,50.46,18.46,98.99,14.16,25.87,4.42,90.81
2024-01-01,0.1,3.31,43.54,19.24,107.01,14.75,26.29,4.98,85.91
2024-01-02,0.17,3.6,51.93,32.69,130.54,24.37,30.67,7.9,120.66
2024-01-03,0.28,3.69,42.52,41.68,130.15,23.68,32.28,7.95,119.8
2024-01-04,8.4,7.75,46.88,63.49,154.37,35.05,47.74,22.88,184.45
2024-01-05,10.08,5.28,47.04,54.57,154.62,38.13,43.62,19.31,174.41
2024-01-06,5.81,6.27,38.75,53.77,147.43,37.36,39.45,17.06,159.02
2024-01-07,6.63,4.85,32.34,56.21,163.62,37.89,39.29,13.69,151.62
2024-01-08,21.75,13.34,60.02,77.78,207.33,55.09,61.39,31.66,259.65
2024-01-09,23.64,17.05,77.42,83.6,220.97,63.76,59.95,33.56,299.03
2024-01-10,25.22,19.37,96.38,91.81,228.04,76.55,66.01,36.83,346.17
2024-01-11,24.32,18.83,84.12,93.28,223.54,76.47,65.79,38.95,335.97
2024-01-12,22.34,17.88,66.77,88.2,208.97,73.43,59.14,40.94,309.56
2024-01-13,20.55,11.32,48.28,63.39,172.79,49.78,38.12,17.18,210.5
2024-01-14,9.92,8.96,43.7,39.4,171.83,44.16,36.67,12.89,159.02
2024-01-15,20.37,13.99,62.23,77.77,204.56,58.25,52.33,25.01,257.62
2024-01-16,20.98,16.87,82.06,84.79,211.83,66.04,58.18,35.08,305.82
2024-01-17,20.02,16.35,74.17,90.4,210.9,68.54,62.54,33.36,302.84
2024-01-18,21.69,15.99,60.42,84.32,207.71,68.16,57.72,36.62,287.2
2024-01-19,22.44,13.97,57.12,67.04,201.59,58.46,48.04,25.86,244.88
2024-01-20,16.98,7.36,33.64,34.97,178.28,50.42,36.09,13.46,156.83
2024-01-21,0.64,3.99,35.91,25.33,161.27,36.08,30.96,8.54,110.49
2024-01-22,0.41,4.69,73.53,25.0,165.22,35.9,30.41,8.5,148.04
2024-01-23,4.72,4.84,70.33,33.44,162.1,40.03,32.76,11.12,164.48
2024-01-24,0.43,5.21,68.92,35.02,152.04,33.73,34.77,9.24,152.55
2024-01-25,6.47,7.63,72.8,41.05,165.31,49.44,48.88,26.1,203.5
2024-01-26,1.32,4.17,71.8,22.21,153.78,37.41,34.29,9.98,146.89
2024-01-27,3.92,5.3,42.09,25.21,146.56,33.71,32.62,11.01,121.24
2024-01-28,0.37,4.15,31.84,17.47,143.49,32.19,31.1,7.04,93.05
2024-01-29,10.83,6.38,65.89,57.92,167.65,46.68,51.02,23.8,211.51
2024-01-30,14.25,6.22,73.18,50.55,161.31,42.4,45.03,17.94,204.53
2024-01-31,9.78,6.3,74.92,32.1,160.28,40.77,42.1,20.18,184.05
2024-02-01,9.78,4.86,73.86,36.92,158.72,38.75,39.88,16.61,180.79
2024-02-02,1.48,4.95,59.27,15.33,146.76,34.8,29.23,7.34,123.17
2024-02-03,0.08,3.89,36.67,15.22,120.47,24.97,29.34,6.19,87.02
2024-02-04,0.15,3.72,31.06,12.09,118.17,21.74,26.86,4.41,73.17
2024-02-05,0.1,4.05,60.2,14.51,144.99,32.05,29.0,7.07,117.99
2024-02-06,0.23,4.9,65.32,32.51,144.39,30.81,31.58,6.06,139.83
2024-02-07,0.2,7.94,67.62,71.4,170.88,45.93,59.65,29.53,222.62
2024-02-08,0.06,5.56,53.49,41.96,170.09,59.31,52.89,31.49,191.88
2024-02-09,1.25,4.21,51.44,27.72,144.25,36.98,36.35,11.95,133.54
2024-02-10,3.65,5.07,33.09,48.86,122.27,31.41,37.71,16.01,138.08
2024-02-11,3.22,5.28,26.82,41.0,127.6,28.51,35.18,11.52,116.36
2024-02-12,14.98,6.65,61.18,45.95,158.23,42.43,48.78,27.9,199.09
2024-02-13,7.66,6.23,52.81,49.51,155.96,39.44,40.83,19.99,175.64
2024-02-14,6.88,7.29,52.9,43.34,147.9,35.46,37.88,16.59,162.46
2024-02-15,1.86,5.32,65.9,40.87,140.75,39.9,38.94,20.85,174.71
2024-02-16,3.13,4.24,65.91,45.83,129.14,33.51,35.99,14.04,166.66
2024-02-17,1.7,5.3,45.28,26.63,125.55,35.67,37.58,18.97,133.56
2024-02-18,0.12,4.67,37.62,22.68,119.37,28.13,29.67,7.16,100.38
2024-02-19,4.23,4.82,64.17,28.6,147.47,31.84,37.97,16.13,149.79
2024-02-20,6.58,4.51,63.17,25.02,150.47,36.21,32.85,12.62,148.12
2024-02-21,2.53,3.57,60.19,17.54,142.44,33.48,29.5,8.26,125.58
2024-02-22,0.64,4.37,59.62,27.12,142.86,31.27,31.67,8.32,131.34
2024-02-23,4.01,4.31,48.55,42.33,154.33,36.96,33.55,9.21,145.36
2024-02-24,2.65,4.54,37.76,54.99,134.32,32.08,34.3,10.89,142.91
2024-02-25,2.72,5.9,30.13,38.93,134.75,32.93,37.19,13.57,124.17
2024-02-26,17.29,7.46,63.08,49.78,156.75,40.48,45.12,22.42,200.51
2024-02-27,23.77,13.17,66.18,60.55,174.09,54.87,60.68,31.66,250.2
2024-02-28,17.46,10.4,58.68,44.33,171.72,57.85,50.33,33.78,222.51
2024-02-29,5.61,5.2,67.49,43.53,156.46,40.26,34.96,10.95,173.04
2024-03-01,4.4,5.78,59.1,36.66,148.47,38.95,36.6,14.57,159.46
2024-03-02,4.36,5.39,28.41,33.6,125.09,31.44,32.91,10.54,113.74
2024-03-03,8.78,6.59,26.5,49.08,123.2,27.85,38.58,13.05,131.85
2024-03-04,20.85,13.16,57.8,45.66,155.7,45.72,54.81,31.22,214.4
2024-03-05,22.23,16.58,57.53,58.86,164.15,52.13,57.23,31.03,238.35
2024-03-06,23.15,14.15,49.98,58.01,163.81,54.02,54.67,33.04,232.35
2024-03-07,8.85,6.2,64.75,32.91,162.72,41.9,39.23,18.96,173.57
2024-03-08,2.48,4.03,62.1,19.59,146.11,31.03,29.04,9.04,128.28
2024-03-09,0.15,4.79,35.07,15.46,117.81,25.21,26.02,5.67,86.34
2024-03-10,4.35,6.42,27.44,23.17,120.37,23.15,31.29,7.78,92.3
2024-03-11,16.64,9.35,48.76,61.21,152.28,40.48,47.79,25.2,201.65
2024-03-12,12.94,9.05,56.26,45.29,159.32,52.55,54.75,33.14,209.22
2024-03-13,5.94,5.63,62.93,25.09,149.74,44.33,39.2,24.23,168.14
2024-03-14,1.88,4.6,58.99,24.15,136.52,39.84,30.53,11.04,140.5
2024-03-15,0.27,3.74,51.43,20.26,122.35,28.16,25.94,6.13,109.98
2024-03-16,0.88,5.66,27.93,27.67,113.78,22.63,28.92,9.06,93.83
2024-03-17,0.58,4.68,28.11,22.6,120.07,25.25,30.89,7.83,89.06
2024-03-18,3.41,6.44,55.24,31.08,151.8,43.73,44.2,22.93,162.83
2024-03-19,3.95,8.1,50.6,43.92,149.16,44.26,45.23,20.05,170.88
2024-03-20,0.54,8.76,57.22,55.57,144.87,48.46,47.02,28.45,199.0
2024-03-21,0.27,5.26,50.89,25.21,140.68,40.8,41.7,23.95,146.38
2024-03-22,0.17,4.05,48.38,17.47,132.03,35.92,35.42,15.34,121.33
2024-03-23,0.4,4.04,21.22,12.26,116.9,23.51,26.36,5.0,66.44
2024-03-24,0.14,3.73,23.07,28.51,125.43,19.45,29.77,4.42,79.32
2024-03-25,0.22,5.8,47.69,39.94,155.14,41.0,41.07,20.15,154.8
2024-03-26,2.61,5.53,60.26,39.65,139.76,33.08,35.22,13.08,154.21
2024-03-27,1.05,3.9,53.36,21.43,140.75,35.86,36.98,15.18,130.79
2024-03-28,0.59,3.58,42.7,16.47,123.92,24.54,28.5,5.76,93.64
2024-03-29,0.61,3.91,38.95,21.12,104.45,18.76,31.84,7.05,90.39
2024-03-30,0.74,5.21,25.49,30.34,94.23,22.58,36.18,14.34,98.7
2024-03-31,0.13,4.03,31.08,19.06,90.72,14.26,33.06,11.18,79.75
2024-04-01,0.65,3.54,24.19,20.62,102.18,15.96,28.79,6.49,71.46
2024-04-02,0.99,3.64,33.15,36.98,128.61,19.72,32.27,7.42,101.9
2024-04-03,0.37,3.59,48.24,20.64,141.94,40.62,37.19,15.73,129.2
2024-04-04,0.81,3.53,47.13,32.03,127.44,26.15,30.55,7.63,117.29
2024-04-05,0.14,3.35,42.86,9.3,111.81,22.95,29.29,6.47,85.07
2024-04-06,0.17,3.04,30.22,11.26,88.44,16.5,27.33,6.26,67.45
2024-04-07,0.5,3.95,25.55,12.51,92.9,19.43,31.24,7.24,69.18
2024-04-08,0.42,8.15,40.05,32.22,119.21,33.38,43.16,19.98,134.2
2024-04-09,0.09,4.09,36.75,10.33,117.69,22.48,29.76,5.56,79.31
2024-04-10,0.46,3.75,43.49,16.11,129.2,29.94,34.74,10.7,104.45
2024-04-11,0.72,5.17,37.87,16.18,123.63,30.61,36.55,11.6,102.15
2024-04-12,0.51,3.96,32.43,10.94,106.3,23.74,30.79,8.26,79.85
2024-04-13,0.34,2.94,26.8,12.02,82.68,15.34,29.71,5.7,63.15
2024-04-14,0.57,3.26,29.31,13.76,93.13,17.95,31.56,7.66,72.51
2024-04-15,0.65,4.41,31.06,9.6,116.5,26.21,31.66,6.94,78.86
2024-04-16,0.74,6.0,31.21,14.37,136.02,25.21,34.89,8.88,86.42
2024-04-17,0.48,9.09,37.82,31.71,152.87,43.1,49.2,17.91,140.1
2024-04-18,1.77,6.45,44.19,20.16,142.47,40.43,39.59,18.7,131.69
2024-04-19,0.13,4.35,33.32,12.27,130.6,23.83,29.96,5.86,79.76
2024-04-20,0.17,3.76,33.31,15.83,116.45,20.23,33.51,7.24,80.54
2024-04-21,0.3,3.77,31.23,26.23,124.59,21.44,34.38,8.38,91.35
2024-04-22,3.65,7.24,60.06,55.35,167.95,46.59,46.67,18.89,191.77
2024-04-23,5.89,7.83,54.73,36.58,162.19,52.2,45.2,21.3,178.54
2024-04-24,6.02,6.3,54.35,37.18,167.21,51.77,43.58,17.07,172.69
2024-04-25,8.04,7.41,42.21,49.28,160.42,51.05,44.65,22.1,180.09
2024-04-26,6.11,6.56,53.72,49.23,143.05,41.07,42.27,18.13,174.83
2024-04-27,0.65,3.66,43.7,29.49,102.22,22.52,32.8,11.37,111.39
2024-04-28,0.6,4.05,33.8,16.28,98.19,15.87,31.24,6.66,77.27
2024-04-29,1.83,6.17,42.83,17.76,122.87,31.1,39.2,13.43,113.12
2024-04-30,0.47,4.99,35.89,17.36,106.89,25.23,36.6,15.22,99.16
2024-05-01,0.27,3.39,29.33,29.9,84.98,14.53,30.81,9.0,86.4
2024-05-02,0.37,4.06,36.99,17.3,102.93,18.5,32.39,8.82,86.04
2024-05-03,0.36,4.65,31.54,29.3,116.37,25.73,34.74,11.89,103.47
2024-05-04,0.13,5.31,25.08,30.69,99.59,26.21,36.91,12.43,99.85
2024-05-05,0.19,5.21,24.69,35.04,98.7,17.23,38.65,12.99,95.35
2024-05-06,0.5,6.63,42.33,38.01,128.94,37.32,48.51,22.82,147.62
2024-05-07,0.4,4.99,52.81,43.42,134.74,40.6,44.36,19.37,161.6
2024-05-08,0.13,5.6,43.0,39.24,127.63,41.37,43.35,20.77,150.11
2024-05-09,0.14,3.18,28.92,35.99,101.3,25.3,38.18,14.11,107.65
2024-05-10,0.13,2.71,28.25,34.28,104.82,28.01,36.59,16.25,109.64
2024-05-11,0.13,3.16,24.4,15.92,89.4,20.12,30.87,10.92,74.64
2024-05-12,0.11,3.22,24.98,16.2,85.75,15.49,28.14,5.79,65.8
2024-05-13,0.02,3.51,46.12,26.2,109.23,24.5,31.15,9.93,110.29
2024-05-14,0.19,3.21,50.35,35.77,106.11,19.32,29.99,8.19,117.03
2024-05-15,0.4,4.09,54.05,44.29,115.21,26.8,31.66,12.17,141.82
2024-05-16,0.85,4.69,44.44,45.04,114.99,29.96,35.18,12.62,137.61
2024-05-17,0.17,4.98,41.69,43.73,105.08,25.29,36.08,14.98,130.84
2024-05-18,0.12,3.47,30.37,30.13,87.72,17.77,35.09,14.89,96.76
2024-05-19,0.13,3.82,27.98,23.1,82.26,15.43,33.26,13.86,84.33
2024-05-20,0.12,3.82,41.62,34.31,85.48,15.29,35.96,15.8,110.97
2024-05-21,0.84,4.87,29.09,44.88,111.74,26.82,34.81,16.36,122.86
2024-05-22,0.29,4.42,31.42,23.39,112.85,29.3,32.19,10.25,99.07
2024-05-23,0.18,5.13,39.66,24.35,120.9,29.9,40.12,12.83,112.04
2024-05-24,0.12,5.95,41.07,45.22,117.56,40.62,43.69,21.88,154.87
2024-05-25,0.23,3.68,28.16,19.5,93.08,22.03,38.34,16.05,89.65
2024-05-26,0.12,4.11,20.67,14.61,88.77,17.21,32.28,9.58,66.31
2024-05-27,0.13,4.69,43.92,19.1,115.37,30.13,38.4,13.62,111.59
2024-05-28,0.19,4.22,46.19,20.77,112.49,26.27,34.39,10.02,107.66
2024-05-29,0.13,3.45,49.85,22.63,111.18,23.57,36.88,10.23,109.85
2024-05-30,0.14,4.23,40.39,11.85,104.15,28.83,36.38,13.21,98.66
2024-05-31,0.08,4.01,30.17,13.4,102.84,22.9,33.87,13.41,83.96
2024-06-01,0.18,3.63,26.18,14.12,87.28,15.65,30.2,6.82,66.58
2024-06-02,0.11,4.21,26.46,16.01,90.55,13.08,33.65,9.89,69.75
2024-06-03,0.13,9.86,46.93,33.71,128.13,38.85,42.55,19.07,148.54
2024-06-04,0.16,6.34,50.37,14.65,113.23,33.82,33.83,15.4,120.74
2024-06-05,0.24,5.33,49.92,14.27,114.19,23.41,35.32,13.52,106.69
2024-06-06,0.23,7.19,49.47,20.32,117.72,30.49,37.52,15.7,123.39
2024-06-07,0.49,5.08,45.93,15.36,107.13,31.37,33.99,16.38,114.61
2024-06-08,0.15,3.99,33.77,13.08,86.94,18.46,27.28,8.49,77.94
2024-06-09,0.13,3.55,27.02,16.25,93.94,20.99,29.82,7.09,75.04
2024-06-10,0.96,4.41,36.36,16.39,112.35,28.09,33.22,12.98,99.19
2024-06-11,0.13,4.54,51.09,29.61,113.21,20.6,33.16,10.41,116.37
2024-06-12,0.49,5.52,48.92,47.44,117.96,24.31,38.37,14.0,140.68
2024-06-13,0.28,4.22,42.36,27.83,114.45,27.78,34.49,16.02,118.49
2024-06-14,0.25,4.21,40.17,22.81,100.46,16.44,32.51,10.54,94.42
2024-06-15,0.07,3.11,28.92,18.14,82.67,12.44,27.68,5.63,68.3
2024-06-16,0.1,2.79,24.12,12.32,85.39,12.86,30.41,6.49,58.68
2024-06-17,0.09,4.47,52.6,32.88,111.69,24.83,42.18,14.24,129.12
2024-06-18,0.07,6.45,57.81,36.05,111.64,33.86,48.46,24.34,158.57
2024-06-19,1.13,4.36,66.64,28.62,108.75,26.29,38.63,15.43,142.46
2024-06-20,3.95,5.85,72.25,34.68,113.89,27.48,41.59,20.37,164.58
2024-06-21,3.32,5.28,69.98,18.19,106.75,35.61,38.07,24.13,156.5
2024-06-22,0.07,3.43,31.19,16.76,82.11,14.1,29.49,8.57,74.13
2024-06-23,0.07,4.11,34.18,23.42,87.72,15.8,33.54,11.0,88.59
2024-06-24,2.01,5.21,57.16,35.62,107.04,26.19,38.1,19.08,145.27
2024-06-25,1.39,5.64,57.33,38.27,104.35,26.38,34.44,15.97,144.98
2024-06-26,1.31,7.98,57.91,35.35,105.81,28.43,38.39,18.37,149.34
2024-06-27,0.84,4.79,46.31,16.71,103.72,27.52,34.85,16.75,112.93
2024-06-28,0.58,4.59,44.52,17.28,93.64,19.43,37.04,10.74,97.13
2024-06-29,0.04,4.16,37.21,17.3,78.49,17.38,32.45,17.34,93.43
2024-06-30,0.04,4.16,31.76,20.37,82.53,13.8,32.98,11.88,82.02
2024-07-01,0.11,5.0,63.27,19.29,104.1,21.1,34.52,17.0,125.76
2024-07-02,0.41,4.35,51.91,25.02,103.71,16.46,31.31,11.72,109.86
2024-07-03,0.06,4.31,58.47,20.47,108.78,23.21,32.57,14.78,121.3
2024-07-04,0.07,3.12,48.65,13.08,99.93,14.5,25.51,3.77,83.18
2024-07-05,0.19,3.12,48.88,20.99,94.91,15.18,26.31,7.14,95.5
2024-07-06,0.09,3.27,31.78,12.18,78.86,13.09,24.09,4.64,65.04
2024-07-07,0.35,3.7,35.43,21.65,82.46,12.93,27.6,7.59,81.64
2024-07-08,1.75,6.14,59.74,43.27,105.18,24.68,37.08,16.83,152.41
2024-07-09,3.38,4.43,70.79,22.92,95.78,22.32,33.7,17.07,140.9
2024-07-10,4.15,4.61,80.98,24.97,103.93,21.24,35.84,14.25,150.21
2024-07-11,4.15,6.96,86.52,41.98,108.79,29.24,40.51,20.12,188.96
2024-07-12,0.98,3.51,79.06,29.07,98.6,26.26,34.51,21.13,160.02
2024-07-13,0.06,3.85,48.26,17.93,79.63,13.14,25.49,6.39,89.64
2024-07-14,0.12,4.3,48.85,19.85,82.73,13.5,28.25,7.5,94.12
2024-07-15,0.84,5.41,77.51,41.05,100.28,23.43,32.63,15.7,163.93
2024-07-16,2.02,4.65,83.51,32.44,97.3,17.65,29.91,8.77,149.04
2024-07-17,3.33,5.6,87.89,35.82,101.65,20.6,38.1,19.75,173.0
2024-07-18,4.59,6.75,87.8,29.6,104.85,28.42,38.37,19.37,176.54
2024-07-19,4.73,5.2,83.83,22.3,95.04,27.38,36.96,20.54,163.98
2024-07-20,0.53,3.26,54.52,26.87,76.7,15.61,31.97,13.89,114.69
2024-07-21,0.51,3.3,49.89,21.96,80.17,15.84,33.89,14.32,105.83
2024-07-22,0.06,3.0,76.61,32.22,98.42,24.29,33.67,18.07,154.25
2024-07-23,1.54,3.91,78.95,41.62,97.96,24.98,34.63,14.86,165.86
2024-07-24,2.27,4.56,78.05,34.34,100.18,22.41,35.75,14.75,156.38
2024-07-25,1.03,4.38,77.43,27.38,98.32,26.48,33.08,17.1,153.79
2024-07-26,0.35,4.78,75.06,30.74,98.2,24.95,39.09,16.41,152.3
2024-07-27,0.06,3.92,53.87,32.67,82.63,27.36,36.68,21.18,139.05
2024-07-28,0.06,3.17,50.96,20.72,77.01,15.32,31.99,11.69,101.92
2024-07-29,1.49,4.04,78.58,27.23,94.5,20.8,36.07,16.76,148.9
2024-07-30,3.71,5.44,79.96,34.11,97.45,25.72,38.86,19.68,168.62
2024-07-31,4.6,5.48,90.37,36.74,96.58,29.19,38.31,20.73,187.11
2024-08-01,3.18,5.43,85.88,38.3,101.13,29.31,43.24,23.63,185.74
2024-08-02,0.79,4.04,75.55,20.86,96.21,27.08,39.35,21.17,149.5
2024-08-03,0.42,3.14,57.66,18.95,77.29,16.37,32.82,14.05,110.59
2024-08-04,0.15,3.09,51.51,10.93,79.11,13.63,31.86,9.87,89.18
2024-08-05,0.11,4.64,71.75,17.78,101.27,25.53,39.73,19.0,138.81
2024-08-06,0.53,5.06,74.28,19.9,99.04,28.47,41.17,19.97,148.21
2024-08-07,0.32,4.41,73.85,14.77,101.05,27.01,40.59,21.92,142.28
2024-08-08,0.12,3.23,67.79,18.18,96.96,24.94,34.18,21.96,136.23
2024-08-09,1.34,3.15,60.52,13.57,87.64,18.18,28.28,7.18,103.94
2024-08-10,1.04,3.21,49.95,13.69,74.91,12.63,30.52,11.33,91.83
2024-08-11,0.6,3.19,51.45,10.25,77.34,15.22,30.84,14.5,95.2
2024-08-12,1.74,4.75,69.97,17.32,94.0,21.01,34.1,13.34,128.13
2024-08-13,0.61,5.54,72.65,24.09,92.86,21.93,38.06,17.52,142.35
2024-08-14,1.5,5.0,68.36,34.25,101.84,28.8,42.07,20.65,158.55
2024-08-15,1.01,3.24,58.41,13.47,94.28,25.81,29.46,13.01,114.95
2024-08-16,1.09,4.6,65.53,24.73,94.85,26.39,40.27,16.12,138.47
2024-08-17,0.85,4.0,52.76,18.26,78.86,23.19,35.16,17.8,116.86
2024-08-18,0.69,3.26,45.03,17.18,74.41,13.67,30.64,11.9,91.73
2024-08-19,2.53,3.79,51.46,19.98,100.8,24.2,35.13,17.17,119.13
2024-08-20,0.08,3.65,51.11,14.05,95.2,21.63,31.46,13.36,103.89
2024-08-21,0.93,3.47,58.47,17.2,95.58,15.28,26.01,6.8,102.15
2024-08-22,0.41,3.03,59.17,16.98,93.12,15.81,26.37,6.83,102.24
2024-08-23,0.83,3.46,63.86,14.78,87.01,13.83,31.78,9.37,106.12
2024-08-24,0.29,4.14,54.98,12.25,70.71,11.78,26.52,10.21,93.64
2024-08-25,0.56,3.31,49.94,13.62,79.65,12.76,26.38,6.18,86.38
2024-08-26,2.35,5.21,72.43,21.82,106.31,27.52,37.25,13.43,142.76
2024-08-27,4.01,5.13,78.83,26.07,105.03,32.54,39.42,20.76,167.33
2024-08-28,7.07,5.72,83.82,31.95,102.97,27.12,42.02,22.32,178.02
2024-08-29,8.08,8.26,84.56,39.09,112.23,35.92,46.75,26.51,202.42
2024-08-30,7.3,5.45,82.4,35.32,99.7,38.07,40.95,28.17,196.71
2024-08-31,2.25,3.64,58.55,16.91,76.28,17.29,26.18,9.79,108.43
2024-09-01,3.8,4.33,61.32,22.21,81.61,17.6,27.54,8.35,117.62
2024-09-02,9.87,9.07,90.08,48.17,107.53,32.32,42.08,19.81,209.34
2024-09-03,10.06,11.55,93.39,51.11,118.31,43.4,49.07,28.66,238.17
2024-09-04,10.63,9.89,91.34,47.85,117.27,47.6,48.76,32.4,239.7
2024-09-05,6.16,4.76,87.81,16.91,101.8,26.71,29.53,14.0,156.35
2024-09-06,7.15,6.6,80.99,31.8,98.55,28.08,35.8,13.59,168.21
2024-09-07,1.45,4.48,59.25,36.83,79.72,19.63,32.76,18.94,140.58
2024-09-08,0.05,3.88,50.88,21.97,81.77,16.04,33.57,12.22,105.04
2024-09-09,0.91,5.04,60.06,24.01,103.73,28.64,33.43,17.91,136.58
2024-09-10,0.5,4.74,55.82,20.52,99.29,16.31,26.84,6.91,104.8
2024-09-11,0.57,4.38,70.19,21.58,109.53,20.13,33.87,10.04,126.88
2024-09-12,1.29,4.95,60.3,33.17,122.14,34.07,43.76,20.47,154.24
2024-09-13,1.01,4.43,39.24,30.91,105.01,20.43,36.92,18.52,114.54
2024-09-14,0.03,4.32,30.16,19.34,89.4,13.52,31.65,13.11,80.49
2024-09-15,0.03,3.49,34.29,25.08,92.12,13.43,34.71,11.44,87.77
2024-09-16,0.31,3.39,70.65,37.18,118.5,27.64,39.51,21.07,160.23
2024-09-17,0.18,3.58,79.1,33.24,109.53,21.52,36.77,14.12,151.74
2024-09-18,1.53,4.36,77.55,32.64,106.2,20.05,36.46,15.26,151.4
2024-09-19,0.36,4.38,68.8,37.63,106.49,18.12,34.8,14.33,143.64
2024-09-20,0.27,4.09,65.67,29.95,97.98,15.86,33.54,12.02,127.86
2024-09-21,0.24,3.47,46.89,28.3,86.64,15.05,34.34,13.21,107.15
2024-09-22,0.14,3.56,48.67,41.09,90.32,17.37,36.77,14.71,125.53
2024-09-23,1.35,5.4,78.04,52.21,116.07,30.37,42.68,23.44,190.81
2024-09-24,2.26,4.4,65.59,38.67,109.57,19.24,36.63,18.26,148.41
2024-09-25,0.5,3.68,67.16,51.19,109.07,17.98,35.75,15.13,155.64
2024-09-26,1.92,3.73,58.13,25.43,104.51,12.98,29.23,8.75,110.94
2024-09-27,1.14,3.36,50.52,18.38,100.66,11.1,26.51,3.79,88.29
2024-09-28,0.45,3.53,28.81,34.72,93.41,11.24,30.51,7.99,86.74
