Date,France_GtP,Belgium_GtP,Italy_GtP,GB_GtP,Germany_GtP,Netherlands_GtP,Total_Gas_to_Power_Demand
2022-11-21,15.86,11.94,62.41,72.66,22.27,24.77,185.14
2022-11-22,19.79,5.9,63.6,76.08,19.2,15.57,184.57
2022-11-23,10.06,4.41,65.31,51.71,17.86,9.84,149.34
2022-11-24,14.27,5.49,69.24,50.64,19.83,15.78,159.47
2022-11-25,18.17,8.53,70.43,57.7,20.92,22.79,175.76
2022-11-26,14.68,4.49,39.27,43.91,15.15,13.7,117.5
2022-11-27,9.14,5.18,36.09,62.28,13.26,12.49,125.95
2022-11-28,24.94,18.98,85.92,85.37,24.89,36.96,240.1
2022-11-29,26.8,19.96,92.84,84.32,33.81,45.04,257.72
2022-11-30,25.15,20.6,87.64,82.33,37.67,44.39,253.39
2022-12-01,24.71,19.67,97.18,82.22,36.92,44.66,260.7
2022-12-02,22.49,15.82,82.05,65.29,31.04,37.56,216.69
2022-12-03,19.23,12.49,58.9,49.45,27.7,26.85,167.77
2022-12-04,20.14,13.85,51.28,43.82,24.08,25.81,153.18
2022-12-05,21.78,17.44,87.78,74.63,32.32,32.33,233.96
2022-12-06,22.88,18.65,100.1,74.25,35.4,37.33,251.29
2022-12-07,23.18,21.12,98.94,78.69,32.39,31.54,254.32
2022-12-08,24.37,20.63,76.28,86.35,35.02,41.49,242.65
2022-12-09,23.67,20.94,73.82,85.49,37.39,42.09,241.31
2022-12-10,21.06,19.03,63.02,80.56,33.59,42.19,217.26
2022-12-11,21.56,17.87,56.36,90.91,31.19,38.65,217.89
2022-12-12,25.03,22.21,98.93,95.39,39.29,45.26,280.85
2022-12-13,26.97,21.91,92.56,90.62,38.78,44.02,270.84
2022-12-14,27.28,21.4,92.67,85.73,37.76,36.1,264.85
2022-12-15,26.34,20.37,90.46,90.4,37.66,36.71,265.23
2022-12-16,27.39,18.69,78.84,77.67,38.05,37.52,240.64
2022-12-17,22.68,13.15,52.81,48.74,29.42,25.19,166.8
2022-12-18,15.37,7.45,37.94,20.61,23.38,11.43,104.75
2022-12-19,13.01,5.36,71.18,23.8,24.29,8.32,137.65
2022-12-20,14.97,7.49,71.97,1.59,20.06,12.1,116.08
2022-12-21,14.05,7.78,71.2,25.48,18.32,15.58,136.83
2022-12-22,11.68,8.26,56.25,60.44,14.34,12.73,150.97
2022-12-23,7.8,6.26,47.71,34.61,16.48,14.85,112.87
2022-12-24,1.67,4.34,23.31,14.59,12.4,7.98,56.31
2022-12-25,1.77,4.03,22.52,14.1,9.86,7.79,52.27
2022-12-26,1.71,4.02,29.55,10.82,9.04,7.12,55.14
2022-12-27,1.62,4.15,46.47,9.4,10.84,7.64,72.49
2022-12-28,1.33,3.53,44.04,12.95,10.05,6.53,71.91
2022-12-29,1.24,3.83,41.86,10.02,9.2,6.22,66.14
2022-12-30,1.17,3.63,39.82,10.16,8.36,5.81,63.14
2022-12-31,1.3,3.37,45.57,22.44,7.67,4.53,80.35
2023-01-01,1.78,3.78,39.66,20.69,7.69,6.25,73.61
2023-01-02,4.92,6.07,57.98,31.3,11.04,9.67,111.3
2023-01-03,10.29,6.03,57.05,23.5,15.81,10.13,112.67
2023-01-04,2.54,4.37,41.85,16.11,10.92,5.49,75.8
2023-01-05,10.89,7.64,47.19,31.65,16.25,11.35,113.62
2023-01-06,6.05,4.91,38.36,23.68,14.52,8.13,87.52
2023-01-07,1.6,3.62,40.22,12.86,10.65,6.11,68.95
2023-01-08,1.7,3.56,33.53,14.2,10.73,5.2,63.72
2023-01-09,7.44,4.24,43.74,17.66,16.76,11.35,89.84
2023-01-10,5.66,4.6,47.3,14.11,17.04,9.15,88.71
2023-01-11,2.46,4.0,61.54,10.88,14.84,7.24,93.72
2023-01-12,1.95,3.92,62.5,13.84,12.37,6.5,94.58
2023-01-13,3.07,4.27,62.24,16.13,15.06,6.46,100.78
2023-01-14,1.17,3.67,40.88,10.43,11.18,4.94,67.32
2023-01-15,2.02,3.51,31.71,30.76,11.31,7.34,79.31
2023-01-16,15.73,4.7,55.55,57.46,21.1,13.12,154.54
2023-01-17,21.27,16.1,61.61,62.21,27.29,21.77,188.48
2023-01-18,17.63,16.02,68.42,60.46,34.17,26.39,196.69
2023-01-19,15.93,18.12,69.67,72.59,35.2,25.07,211.51
2023-01-20,24.32,17.64,66.3,68.24,40.61,35.46,217.1
2023-01-21,22.79,10.88,41.53,46.84,29.9,23.65,151.94
2023-01-22,23.31,13.22,41.85,56.9,31.74,20.06,167.02
2023-01-23,25.99,21.24,85.8,82.93,42.96,36.86,258.93
2023-01-24,25.79,22.7,86.04,84.59,41.9,39.04,261.02
2023-01-25,26.69,21.95,82.87,71.83,45.28,32.64,248.62
2023-01-26,24.37,19.08,77.26,70.16,42.82,30.96,233.7
2023-01-27,23.87,18.87,68.91,78.46,41.17,33.34,231.28
2023-01-28,24.7,18.58,45.43,62.53,37.62,30.3,188.86
2023-01-29,20.98,11.07,38.44,18.25,29.58,13.06,118.32
2023-01-30,20.56,12.42,71.24,43.86,26.79,12.33,174.87
2023-01-31,11.19,11.34,68.18,28.66,29.93,12.7,149.3
2023-02-01,18.73,7.81,64.18,19.09,33.65,7.87,143.46
2023-02-02,18.84,10.3,66.25,28.99,36.39,18.91,160.76
2023-02-03,17.89,9.47,60.57,27.67,28.77,12.22,144.37
2023-02-04,16.97,9.81,36.28,27.55,31.08,20.99,121.7
2023-02-05,9.39,6.39,31.63,34.65,25.44,10.41,107.5
2023-02-06,20.0,14.9,72.43,68.47,53.1,31.75,228.91
2023-02-07,15.72,20.67,76.13,72.69,55.93,33.55,241.14
2023-02-08,18.67,16.35,74.48,52.0,48.53,29.44,210.03
2023-02-09,22.92,18.28,78.22,54.65,47.89,24.61,221.97
2023-02-10,22.22,13.2,67.45,39.52,43.85,17.51,186.24
2023-02-11,20.83,12.61,54.37,47.76,28.44,17.33,164.0
2023-02-12,20.07,11.58,36.87,54.72,32.88,23.12,156.12
2023-02-13,22.18,21.19,74.66,67.66,53.54,32.78,239.23
2023-02-14,24.65,18.61,65.54,56.39,55.41,36.84,220.61
2023-02-15,22.01,13.42,71.44,45.02,44.48,31.52,196.37
2023-02-16,12.97,9.53,71.32,43.18,32.73,16.84,169.73
2023-02-17,13.61,6.57,68.59,25.93,20.73,7.01,135.43
2023-02-18,11.15,6.57,34.46,20.5,17.64,7.15,90.32
2023-02-19,9.55,7.76,35.01,25.42,21.29,11.43,99.03
2023-02-20,20.33,8.36,70.04,35.92,22.4,7.65,157.05
2023-02-21,23.68,16.65,73.01,63.72,33.9,23.5,210.96
2023-02-22,23.38,19.23,77.87,63.09,44.89,33.1,228.46
2023-02-23,23.21,19.51,74.42,53.87,46.42,33.21,217.44
2023-02-24,23.11,11.96,63.12,40.81,36.07,11.48,175.07
2023-02-25,18.5,7.39,38.03,34.47,23.03,6.96,121.42
2023-02-26,13.1,8.09,34.22,52.4,26.11,8.49,133.92
2023-02-27,24.92,15.6,73.53,84.45,48.71,27.35,247.22
2023-02-28,25.47,17.94,78.59,86.15,49.31,35.13,257.46
2023-03-01,24.41,16.62,88.47,82.72,52.59,34.84,264.81
2023-03-02,24.74,17.1,85.97,87.68,52.11,32.18,267.6
2023-03-03,24.45,19.96,75.59,81.53,51.25,31.73,252.79
2023-03-04,22.93,15.42,47.61,70.34,31.85,17.69,188.16
2023-03-05,22.66,15.8,41.1,73.38,35.99,22.84,188.93
2023-03-06,20.8,16.88,66.71,76.89,54.83,34.52,236.11
2023-03-07,11.07,18.75,68.56,81.52,39.33,30.68,219.23
2023-03-08,11.31,17.12,61.74,70.41,55.85,36.83,216.44
2023-03-09,13.57,10.6,53.21,52.52,46.99,32.64,176.88
2023-03-10,16.05,10.07,46.74,59.17,35.73,16.58,167.76
2023-03-11,10.81,6.75,31.44,45.08,27.47,13.67,121.54
2023-03-12,2.45,5.7,30.56,15.94,24.35,7.01,78.99
2023-03-13,4.28,5.54,55.26,17.34,19.62,5.47,102.04
2023-03-14,9.17,10.31,51.38,43.8,22.37,9.48,137.03
2023-03-15,10.28,14.01,51.62,55.77,36.21,18.73,167.88
2023-03-16,4.71,6.15,49.06,27.38,29.89,12.81,117.2
2023-03-17,7.65,7.63,53.94,50.19,20.99,13.23,140.39
2023-03-18,7.82,6.67,40.43,37.49,18.76,11.21,111.17
2023-03-19,11.77,9.58,36.68,44.12,21.86,13.78,124.02
2023-03-20,14.82,14.23,66.99,50.99,41.07,19.6,188.11
2023-03-21,9.49,9.67,62.23,27.95,39.89,19.59,149.23
2023-03-22,3.82,3.79,58.05,18.84,21.96,9.9,106.45
2023-03-23,1.87,3.72,56.32,19.9,21.09,7.09,102.89
2023-03-24,0.89,3.59,46.12,12.56,19.45,5.32,82.61
2023-03-25,0.1,4.0,28.21,25.48,14.53,4.57,72.32
2023-03-26,0.38,5.58,26.88,30.86,14.37,7.38,78.07
2023-03-27,8.59,14.37,48.83,58.38,21.1,8.53,151.28
2023-03-28,6.66,11.95,53.82,41.91,27.8,16.34,142.14
2023-03-29,7.44,9.28,52.27,36.71,32.6,20.89,138.3
2023-03-30,0.53,3.93,52.52,30.12,20.25,5.08,107.34
2023-03-31,1.59,4.69,44.66,37.09,22.48,6.05,110.51
2023-04-01,1.09,3.96,31.95,30.59,13.06,4.1,80.65
2023-04-02,1.51,5.77,39.28,41.08,15.4,6.36,103.04
2023-04-03,7.87,8.34,51.84,47.82,30.42,11.5,146.29
2023-04-04,9.99,10.41,62.15,57.64,34.96,21.14,175.16
2023-04-05,11.02,12.51,73.13,62.56,36.79,23.05,196.01
2023-04-06,7.84,10.32,65.72,49.53,29.75,19.93,163.17
2023-04-07,8.64,9.03,60.85,50.69,24.24,19.24,153.46
2023-04-08,9.08,6.28,41.79,41.29,25.69,19.61,124.13
2023-04-09,3.5,4.79,39.84,25.96,18.17,8.49,92.26
2023-04-10,0.53,3.85,31.37,13.88,15.81,6.16,65.44
2023-04-11,9.73,5.56,54.6,31.42,20.97,8.13,122.29
2023-04-12,7.7,5.78,66.01,26.01,22.27,9.23,127.76
2023-04-13,10.22,9.31,62.66,44.35,23.21,11.71,149.75
2023-04-14,12.47,10.07,49.68,68.34,30.27,21.32,170.83
2023-04-15,9.3,5.74,37.89,42.65,20.02,11.79,115.6
2023-04-16,11.95,7.24,36.45,52.97,20.83,13.62,129.44
2023-04-17,11.77,10.45,66.34,62.92,31.88,16.17,183.36
2023-04-18,10.78,5.95,69.5,32.31,24.27,11.69,142.8
2023-04-19,10.44,5.86,65.95,25.39,21.73,7.93,129.37
2023-04-20,12.28,7.91,69.89,33.2,27.39,10.36,150.67
2023-04-21,11.9,8.62,64.0,45.03,24.81,9.79,154.36
2023-04-22,9.88,6.36,38.95,37.71,19.82,9.73,112.71
2023-04-23,5.05,5.69,30.59,31.14,16.47,7.91,88.94
2023-04-24,12.2,7.93,30.24,47.8,20.33,9.65,118.5
2023-04-25,15.55,11.98,31.0,63.13,30.19,11.38,151.84
2023-04-26,16.89,12.99,58.27,68.17,29.64,20.59,185.96
2023-04-27,14.22,10.57,62.84,52.12,30.61,20.33,170.37
2023-04-28,11.88,12.06,50.37,57.77,25.38,21.45,157.47
2023-04-29,6.39,6.5,33.65,48.41,19.47,9.85,114.42
2023-04-30,3.41,5.27,30.65,33.07,16.02,9.24,88.42
2023-05-01,3.93,6.46,31.73,41.45,15.53,10.69,99.1
2023-05-02,7.98,9.1,61.11,62.05,22.73,16.21,162.97
2023-05-03,4.75,5.48,55.18,37.39,27.17,14.35,129.96
2023-05-04,6.11,5.93,52.78,26.67,24.01,11.25,115.49
2023-05-05,10.58,7.48,50.25,49.67,27.37,13.08,145.35
2023-05-06,6.83,5.53,36.34,44.05,18.47,10.93,111.22
2023-05-07,4.34,5.6,33.47,31.28,18.18,10.1,92.87
2023-05-08,8.03,7.37,63.23,36.01,25.93,13.9,140.56
2023-05-09,9.85,10.08,59.86,57.14,25.25,20.43,162.18
2023-05-10,10.38,8.26,59.78,59.66,26.08,24.57,164.16
2023-05-11,10.72,12.46,46.05,61.86,32.13,32.59,163.22
2023-05-12,8.33,6.97,44.08,38.64,24.67,17.55,122.68
2023-05-13,2.53,5.08,31.57,35.33,16.72,13.26,91.24
2023-05-14,3.18,5.61,32.21,35.57,18.24,14.12,94.81
2023-05-15,4.77,6.1,43.14,34.27,31.3,19.59,119.58
2023-05-16,4.37,5.34,40.0,43.33,30.44,11.76,123.48
2023-05-17,4.56,6.12,49.18,54.52,26.78,12.81,141.15
2023-05-18,2.56,5.42,51.61,48.82,18.71,15.47,127.13
2023-05-19,2.76,4.82,49.46,47.73,19.65,11.45,124.42
2023-05-20,0.09,4.42,32.86,22.99,13.13,7.68,73.49
2023-05-21,2.18,4.79,26.16,25.31,12.74,8.3,71.18
2023-05-22,4.45,6.42,47.77,34.31,25.36,13.32,118.31
2023-05-23,4.25,5.21,52.11,43.18,23.66,9.49,128.4
2023-05-24,5.4,9.48,53.8,46.65,34.91,21.25,150.25
2023-05-25,4.73,5.62,45.36,43.3,26.79,16.39,125.8
2023-05-26,4.47,4.9,34.41,38.98,23.13,11.85,105.89
2023-05-27,4.0,5.7,24.41,24.15,19.66,15.11,77.91
2023-05-28,1.44,4.1,25.77,17.77,11.85,13.62,60.94
2023-05-29,0.82,4.22,46.86,16.64,11.91,7.21,80.45
2023-05-30,2.19,6.19,49.05,33.94,27.68,16.58,119.05
2023-05-31,4.0,5.56,50.68,38.49,26.55,18.62,125.28
2023-06-01,4.78,7.07,46.59,33.82,29.49,17.36,121.75
2023-06-02,6.4,8.45,34.14,32.55,23.2,18.35,104.74
2023-06-03,2.27,4.73,31.09,26.46,16.24,12.29,80.79
2023-06-04,4.56,7.3,33.31,29.59,15.47,11.26,90.23
2023-06-05,9.79,12.24,55.25,45.04,33.4,24.08,155.73
2023-06-06,11.13,11.57,54.27,51.69,37.66,22.88,166.31
2023-06-07,11.38,13.42,48.69,49.25,37.37,26.94,160.11
2023-06-08,7.47,11.1,46.14,35.88,28.18,21.88,128.76
2023-06-09,7.99,8.25,42.09,25.74,23.74,18.8,107.8
2023-06-10,2.3,4.33,33.77,18.94,19.09,9.83,78.42
2023-06-11,4.58,5.81,28.47,39.55,17.41,10.8,95.82
2023-06-12,8.24,10.05,48.19,52.53,22.67,19.95,141.69
2023-06-13,8.61,8.66,55.11,45.07,23.49,20.91,140.94
2023-06-14,11.3,11.67,57.08,47.66,27.11,24.8,154.82
2023-06-15,11.0,10.15,50.06,56.25,35.41,28.46,162.87
2023-06-16,10.18,9.3,42.08,55.37,30.33,24.55,147.26
2023-06-17,7.83,7.58,29.77,44.98,20.64,19.91,110.8
2023-06-18,6.62,7.12,30.24,39.01,18.51,17.47,101.5
2023-06-19,9.58,10.97,64.82,52.27,30.76,22.88,168.39
2023-06-20,10.88,12.19,69.45,58.74,40.75,25.76,192.01
2023-06-21,10.28,10.39,76.39,59.23,36.71,25.94,193.0
2023-06-22,10.3,12.11,66.64,57.0,38.71,29.36,184.76
2023-06-23,9.53,8.65,58.78,42.66,23.2,19.4,142.81
2023-06-24,4.81,5.88,41.2,25.67,20.09,17.14,97.65
2023-06-25,3.66,5.55,36.53,23.22,18.72,16.91,87.69
2023-06-26,8.37,5.79,66.57,32.45,21.14,15.12,134.32
2023-06-27,9.65,8.97,74.8,46.34,26.3,19.43,166.07
2023-06-28,14.63,12.34,75.3,52.0,36.45,30.91,190.72
2023-06-29,15.19,12.02,76.1,43.79,41.7,30.97,188.81
2023-06-30,9.68,7.61,69.47,27.22,29.67,25.64,143.66
2023-07-01,0.47,3.73,34.38,16.85,14.64,6.63,70.07
2023-07-02,0.41,3.59,35.86,15.74,15.02,6.09,70.62
2023-07-03,4.0,4.66,60.75,15.76,19.67,7.81,104.85
2023-07-04,8.48,7.17,70.25,32.14,24.22,11.62,142.26
2023-07-05,6.29,5.1,67.56,30.34,17.48,10.94,126.76
2023-07-06,12.39,11.22,69.05,35.43,28.72,18.32,156.82
2023-07-07,8.13,6.43,61.14,26.73,26.43,15.88,128.87
2023-07-08,6.21,6.72,43.19,28.4,16.71,11.6,101.22
2023-07-09,8.67,9.02,43.56,33.51,19.52,15.34,114.29
2023-07-10,16.45,13.19,87.45,46.64,36.34,22.08,200.07
2023-07-11,15.67,7.56,94.72,42.94,33.86,20.08,194.74
2023-07-12,15.82,6.61,89.0,42.77,28.91,15.86,183.11
2023-07-13,15.54,9.2,83.38,50.51,32.81,22.09,191.44
2023-07-14,6.19,5.86,80.83,35.29,33.44,24.62,161.61
2023-07-15,0.38,3.42,61.28,13.65,14.08,6.51,92.8
2023-07-16,4.54,4.53,58.16,20.03,16.12,6.77,103.37
2023-07-17,11.45,7.49,94.1,39.67,24.38,11.33,177.09
2023-07-18,16.86,12.13,101.95,53.76,33.67,25.95,218.37
2023-07-19,14.22,11.45,101.87,53.88,40.35,28.8,221.77
2023-07-20,15.24,12.7,100.98,52.57,35.92,28.28,217.41
2023-07-21,12.27,9.27,86.66,46.44,40.47,27.51,195.1
2023-07-22,3.58,4.43,58.43,22.8,15.72,13.57,104.96
2023-07-23,2.84,3.94,58.77,19.65,13.79,5.95,98.99
2023-07-24,7.28,6.41,89.87,46.55,24.58,17.62,174.68
2023-07-25,10.01,7.93,72.96,51.27,29.68,20.1,171.86
2023-07-26,9.27,6.29,61.66,40.81,23.25,19.73,141.28
2023-07-27,6.5,5.09,63.98,46.13,20.03,16.84,141.73
2023-07-28,8.26,7.02,61.77,43.97,26.16,25.56,147.19
2023-07-29,3.45,5.15,47.09,20.55,16.28,14.55,92.52
2023-07-30,0.87,3.68,38.42,21.06,12.42,6.53,76.45
2023-07-31,3.42,4.41,68.9,27.74,14.26,9.78,118.73
2023-08-01,3.27,5.25,57.41,37.76,15.94,10.29,119.64
2023-08-02,0.26,4.5,60.96,24.55,17.53,7.62,107.8
2023-08-03,3.42,5.7,67.69,30.28,15.6,7.34,122.69
2023-08-04,8.34,8.68,54.16,48.77,24.4,21.55,144.36
2023-08-05,1.72,4.6,33.02,35.11,21.37,20.19,95.82
2023-08-06,0.16,3.91,26.98,21.3,11.19,7.88,63.54
2023-08-07,0.87,5.62,42.71,33.74,16.02,5.1,98.96
2023-08-08,2.59,6.48,44.07,41.14,19.26,7.29,113.54
2023-08-09,7.96,8.79,48.42,55.54,28.9,14.58,149.61
2023-08-10,6.11,7.41,42.95,50.28,31.75,20.22,138.51
2023-08-11,6.0,6.61,36.32,26.85,26.24,19.64,102.02
2023-08-12,3.01,4.42,32.99,21.2,13.43,14.04,75.06
2023-08-13,2.54,5.07,37.34,30.93,15.28,11.9,91.16
2023-08-14,4.52,5.6,43.76,46.69,27.03,20.74,127.6
2023-08-15,5.2,7.11,43.67,56.99,28.67,20.58,141.63
2023-08-16,8.21,9.43,50.41,59.77,33.64,31.8,161.45
2023-08-17,6.68,6.08,49.1,44.79,24.97,29.83,131.62
2023-08-18,6.18,5.67,51.42,39.01,27.18,25.74,129.45
2023-08-19,4.82,6.46,40.9,23.15,17.6,15.77,92.93
2023-08-20,6.4,7.02,41.34,32.51,18.93,22.61,106.19
2023-08-21,12.22,11.54,74.37,43.39,34.57,29.56,176.09
2023-08-22,16.62,13.22,82.85,55.53,39.3,32.47,207.52
2023-08-23,15.66,13.4,88.43,65.46,39.48,34.01,222.43
2023-08-24,13.96,13.74,93.23,64.91,39.98,37.45,225.83
2023-08-25,13.61,13.65,88.43,58.25,37.7,40.36,211.65
2023-08-26,7.83,7.12,66.5,38.08,19.74,25.74,139.27
2023-08-27,5.31,5.58,56.21,28.96,16.98,23.18,113.04
2023-08-28,10.8,10.33,66.01,48.24,34.55,31.61,169.93
2023-08-29,14.07,9.92,57.08,49.53,40.33,38.77,170.93
2023-08-30,11.67,7.89,49.78,52.76,32.32,33.69,154.42
2023-08-31,11.15,8.0,60.04,59.95,27.47,28.45,166.61
2023-09-01,10.4,8.73,62.25,61.82,29.38,35.61,172.59
2023-09-02,5.23,5.57,43.75,40.77,22.59,26.83,117.91
2023-09-03,0.88,5.39,34.02,27.62,18.27,16.82,86.18
2023-09-04,3.15,7.43,48.97,47.99,26.1,25.89,133.64
2023-09-05,8.92,8.4,54.22,59.09,28.95,25.75,159.57
2023-09-06,11.25,10.5,60.52,65.13,31.56,31.5,178.97
2023-09-07,8.64,10.68,64.87,64.11,27.68,28.82,175.98
2023-09-08,10.07,12.16,61.92,65.45,32.16,27.47,181.76
2023-09-09,6.57,7.68,41.62,49.17,24.28,25.62,129.32
2023-09-10,4.1,7.33,42.68,50.62,21.41,21.96,126.14
2023-09-11,9.45,12.64,80.92,62.42,34.11,31.14,199.54
2023-09-12,11.53,13.05,82.51,62.43,36.26,36.97,205.79
2023-09-13,11.91,10.78,80.75,46.51,30.92,29.86,180.87
2023-09-14,8.48,11.17,86.89,49.58,35.24,31.79,191.37
2023-09-15,6.13,6.69,78.45,45.81,27.93,25.65,165.0
2023-09-16,3.3,5.64,58.33,29.67,16.7,18.04,113.65
2023-09-17,0.85,5.47,50.86,26.2,15.32,16.05,98.7
2023-09-18,2.62,4.61,80.24,15.58,18.8,9.79,121.85
2023-09-19,1.23,4.28,82.31,15.31,16.23,4.87,119.36
2023-09-20,1.46,3.91,88.87,17.47,19.88,6.29,131.58
2023-09-21,4.81,9.0,73.31,39.85,20.76,24.31,147.73
2023-09-22,6.1,7.3,61.11,30.34,24.38,21.61,129.23
2023-09-23,1.67,4.35,37.58,25.92,13.98,12.91,83.51
2023-09-24,0.43,3.86,29.14,14.1,11.52,6.72,59.05
2023-09-25,9.42,8.68,53.52,29.29,22.15,15.72,123.05
2023-09-26,7.39,8.85,53.56,33.92,29.01,26.65,132.73
2023-09-27,7.04,7.86,63.0,29.28,27.32,23.3,134.51
2023-09-28,6.58,7.16,66.52,28.4,23.45,15.65,132.11
2023-09-29,7.34,5.02,57.06,27.05,21.48,13.05,117.95
2023-09-30,3.93,5.33,40.24,32.16,16.33,17.21,97.99
2023-10-01,4.85,5.03,31.89,30.89,14.69,12.07,87.36
2023-10-02,9.33,8.52,57.36,50.68,25.26,23.45,151.15
2023-10-03,2.24,3.99,67.62,16.11,13.44,6.31,103.4
2023-10-04,7.45,6.58,72.9,24.01,23.98,12.41,134.92
2023-10-05,11.46,9.3,71.26,36.65,32.42,20.2,161.1
2023-10-06,7.38,3.81,69.72,19.54,24.69,8.64,125.13
2023-10-07,2.45,3.18,47.59,20.48,15.33,6.56,89.04
2023-10-08,5.43,6.74,43.17,34.11,23.01,17.89,112.46
2023-10-09,14.79,11.59,75.12,58.92,41.83,29.46,202.25
2023-10-10,7.81,6.22,82.15,31.73,37.09,19.23,165.01
2023-10-11,5.11,5.14,81.99,33.7,16.75,7.28,142.69
2023-10-12,8.75,9.39,77.64,57.35,34.45,24.12,187.57
2023-10-13,0.73,3.24,71.26,13.28,21.26,6.69,109.76
2023-10-14,0.41,3.51,41.63,12.55,14.85,5.59,72.95
2023-10-15,0.3,3.31,37.62,27.63,15.7,8.89,84.56
2023-10-16,6.78,7.25,80.59,62.69,31.02,22.45,188.33
2023-10-17,3.68,4.03,83.81,32.38,34.97,15.22,158.88
2023-10-18,1.62,3.62,81.69,16.48,24.14,5.88,127.55
2023-10-19,3.54,5.49,67.96,34.75,27.99,10.29,139.73
2023-10-20,3.2,4.65,55.89,22.22,24.79,7.2,110.75
2023-10-21,0.83,3.5,39.41,25.5,15.44,5.89,84.68
2023-10-22,2.61,4.35,41.7,38.3,14.03,8.36,100.99
2023-10-23,9.22,6.65,71.65,50.37,36.04,22.76,173.93
2023-10-24,9.15,6.59,64.71,53.48,37.51,17.02,171.44
2023-10-25,7.26,6.26,56.14,56.36,34.55,23.35,160.56
2023-10-26,10.49,6.79,49.99,51.94,37.25,23.54,156.46
2023-10-27,2.19,5.47,44.11,44.0,27.29,19.05,123.06
2023-10-28,0.42,3.86,26.8,20.71,14.67,8.05,66.47
2023-10-29,0.49,3.43,26.78,16.79,9.83,4.07,57.31
2023-10-30,5.17,5.37,48.9,41.87,27.91,13.93,129.23
2023-10-31,3.96,4.62,36.33,38.0,23.37,15.03,106.28
2023-11-01,0.46,3.27,26.51,17.78,17.33,5.25,65.35
2023-11-02,0.29,3.67,45.59,27.08,16.77,7.34,93.41
2023-11-03,2.3,3.44,32.8,27.22,23.09,6.46,88.85
2023-11-04,0.37,3.2,20.66,35.54,12.93,6.59,72.69
2023-11-05,0.42,3.39,20.76,28.4,12.68,5.58,65.66
2023-11-06,6.59,4.42,43.57,31.37,23.22,9.8,109.18
2023-11-07,8.84,5.34,55.32,38.0,27.61,10.24,135.11
2023-11-08,2.23,5.11,58.05,28.22,25.35,7.35,118.96
2023-11-09,7.57,5.36,58.0,40.2,26.35,10.62,137.48
2023-11-10,6.26,5.73,46.19,42.46,29.8,14.24,130.44
2023-11-11,9.04,4.79,28.49,45.68,26.82,11.59,114.82
2023-11-12,4.52,4.74,30.01,37.47,25.3,15.63,102.04
2023-11-13,4.03,4.62,53.28,22.7,27.98,12.82,112.6
2023-11-14,7.68,4.44,52.94,41.2,21.35,8.49,127.61
2023-11-15,12.17,4.72,55.47,58.55,33.15,10.3,164.06
2023-11-16,13.28,8.23,59.28,77.6,46.11,20.65,204.5
2023-11-17,17.18,7.95,41.52,66.71,46.08,23.53,179.45
2023-11-18,1.36,4.18,38.25,17.13,29.94,8.31,90.87
2023-11-19,1.42,3.87,35.8,19.6,16.9,3.89,77.6
2023-11-20,13.31,6.91,62.8,52.94,37.73,16.98,173.68
2023-11-21,17.17,8.29,70.36,66.84,47.64,21.87,210.29
2023-11-22,11.93,5.7,65.19,39.21,48.74,17.48,170.78
2023-11-23,2.15,3.76,63.63,17.58,39.16,7.26,126.29
2023-11-24,1.85,3.51,57.37,25.71,33.1,8.0,121.54
2023-11-25,7.46,4.6,30.27,50.81,28.35,9.37,121.5
2023-11-26,12.4,5.81,40.96,64.88,40.31,12.62,164.36
2023-11-27,13.8,7.19,69.27,58.46,52.12,21.64,200.83
2023-11-28,19.2,13.61,67.3,70.01,56.89,25.19,227.01
2023-11-29,22.79,17.48,81.79,87.94,58.11,30.55,268.1
2023-11-30,23.55,18.08,82.07,97.57,67.6,35.53,288.87
2023-12-01,23.96,17.29,74.8,97.56,66.0,38.4,279.61
2023-12-02,20.98,12.86,45.99,79.63,57.59,41.22,217.05
2023-12-03,14.37,5.31,41.83,57.2,43.31,20.17,162.03
2023-12-04,17.91,9.86,81.55,60.43,55.94,25.68,225.69
2023-12-05,19.5,14.18,85.37,84.17,53.72,30.69,256.94
2023-12-06,21.56,16.76,88.63,79.26,63.58,40.12,269.78
2023-12-07,18.08,11.49,70.78,49.65,62.36,35.67,212.36
2023-12-08,16.11,7.08,52.94,49.15,51.51,26.01,176.79
2023-12-09,0.44,3.67,47.31,14.48,29.09,6.56,94.99
2023-12-10,0.61,3.96,34.86,23.76,21.58,5.51,84.78
2023-12-11,13.67,6.93,70.32,59.14,29.95,15.42,180.02
2023-12-12,10.33,7.07,75.25,61.96,47.69,28.15,202.3
2023-12-13,18.17,8.02,73.47,66.76,45.49,25.29,211.91
2023-12-14,19.91,12.51,80.26,70.46,52.69,32.17,235.84
2023-12-15,16.0,7.29,52.46,51.78,41.17,27.86,168.71
2023-12-16,2.57,4.63,40.25,18.19,30.74,8.29,96.39
2023-12-17,0.57,4.34,42.35,15.44,27.3,5.73,90.0
2023-12-18,14.98,5.36,71.97,34.39,34.0,10.03,160.7
2023-12-19,7.74,4.24,75.26,35.19,33.66,16.39,156.09
2023-12-20,0.75,3.35,73.78,13.2,31.66,7.45,122.75
2023-12-21,0.8,3.37,63.65,13.63,19.76,6.2,101.21
2023-12-22,0.79,3.46,42.68,16.37,17.1,5.48,80.4
2023-12-23,0.16,3.21,29.51,12.16,17.4,5.28,62.45
