,Demand,,,,,,,,,,Demand (Net),,,,
,,,,,,,,,,,,,,,
,France,Belgium,Italy,Netherlands,GB,Austria,Germany,Switzerland,Luxembourg,Island of Ireland,Island of Ireland,Total,Industrial,LDZ,Gas-to-Power
,,,,,,,,,,,,,,,
42795,183.2422636,64.10627273,243.8884455,124.8629091,300.01,31.67545455,307.4748182,13.67251818,3.232181818,0,10.38,1282.544864,286.177403,779.8135273,212.924297
42796,177.2861909,61.85090909,246.3764545,132.1089091,278.26,31.65363636,312.2160909,13.04569091,2.962,0,11.99,1267.749882,288.0433909,781.705,193.4640364
42797,157.2876273,58.00163636,247.4491636,126.9025455,287.08,28.82727273,307.3683636,12.58728182,2.948727273,0,9.49,1237.942618,271.0719667,751.5503091,210.1079788
42798,147.8095909,48.98181818,212.6771455,104.4942727,241.19,23.56454545,254.3880909,10.79606364,2.573818182,0,8.37,1054.845345,240.7464545,664.2153818,146.4514182
42799,155.0918182,53.07418182,193.6977182,106.4805455,259.48,22.17727273,260.0692727,12.03890909,2.670818182,0,8.07,1072.850536,250.0166667,687.7293909,131.4158424
42800,184.1856273,63.916,238.1613091,128.4096364,287.44,27.74272727,312.2586364,13.84700909,3.127545455,0,11.51,1270.598491,292.8262091,759.0577909,213.7058545
42801,186.9654909,61.97763636,243.6189636,134.699,271.72,28.95636364,338.8694545,14.17400909,3.113,0,12.05,1296.143918,291.1912091,774.3810909,225.5284364
42802,171.5861818,61.955,228.7727727,138.5428182,243.49,30.44454545,326.5556364,13.27794545,3.167636364,0,9.88,1227.672536,286.5216667,743.9608818,191.4732606
42803,157.1386,56.44545455,217.9683545,124.1328182,230.36,27.62818182,302.0600909,11.82393636,2.585909091,0,11.37,1141.513345,277.2612727,661.1296727,197.7866727
42804,151.0110364,55.436,200.0181818,115.6709091,245.29,29.70090909,305.9950909,11.07909091,2.795,0,9.02,1126.016218,273.3835939,654.2286182,192.3403697
42805,122.0027636,44.40345455,175.6116182,99.66136364,215.15,25.24636364,279.4296364,10.54840909,2.601727273,0,12.23,986.8853364,243.2561545,595.3018636,143.8788636
42806,117.4918545,41.26527273,180.3726909,94.24163636,212.07,26.03545455,278.7159091,10.04887273,2.248727273,0,8.67,971.1604182,246.9101121,586.7551455,132.6192515
42807,150.1798545,52.32381818,230.0106,116.8238182,222.7,29.54636364,312.7201818,11.02448182,2.627818182,0,7.42,1135.376936,282.6820424,655.3818818,191.5732848
42808,150.6069818,52.73218182,224.2552364,112.3435455,214.63,29.91272727,290.7928182,10.20118182,2.577181818,0,7.27,1095.321855,274.2860121,625.7460545,190.7113333
42809,145.8998,47.51254545,218.9049182,105.8724545,209.77,33.13272727,281.5538182,10.22161818,2.350545455,0,6.6,1061.818427,272.7700152,585.2243545,198.7001485
42810,133.6666364,44.95663636,207.9217,95.58181818,219.81,28.31909091,271.2816364,10.72792727,2.422272727,0,6.9,1021.587718,263.8900758,574.5782636,178.3044697
42811,132.0325,45.65863636,198.4738455,101.6709091,233.2,26.44181818,263.5448182,8.347527273,2.542545455,0,5.31,1017.2226,261.8050455,601.4382727,149.6746455
42812,113.0256364,42.882,162.1203727,96.16236364,197.88,22.98818182,243.2970909,8.782818182,2.561636364,0,3.39,893.0901,238.0942636,541.7244273,109.9517727
42813,108.3850182,41.54163636,154.4688545,88.51727273,182.53,21.79090909,233.0992727,7.181790909,2.173636364,0,3.39,843.0783909,231.5617303,504.6932182,103.5015333
42814,133.9182182,48.08527273,196.9087273,107.8578182,220.08,24.78090909,247.9742727,8.832090909,2.638545455,0,5.88,996.9558545,259.5550212,573.2793636,159.2237424
42815,154.7936182,51.35263636,199.9413,111.5020909,254.27,25.02818182,265.7977273,8.989609091,2.649545455,0,12.25,1086.574709,269.7076061,619.4492,191.4817212
42816,162.3625636,51.28781818,203.8707091,114.9260909,276.84,26.10181818,282.9637273,10.90577273,2.967181818,0,9.16,1141.385682,269.5460545,658.9653727,207.0842545
42817,159.6296,47.53154545,199.6428545,107.3515455,263.53,24.98,278.9519091,9.494045455,2.663727273,0,11.06,1104.835227,265.0078394,634.6989545,200.1817061
42818,150.2609273,46.75209091,190.9305364,102.5987273,250.46,24.58,272.8220909,9.016072727,2.573909091,0,12.51,1062.504355,255.967597,611.5618545,190.3163576
42819,112.4692091,38.22845455,152.3479364,83.35181818,206.83,20.77181818,235.957,8.075327273,2.127454545,0,8.4,868.5590182,220.8394364,515.1451727,129.1186818
42820,108.8300182,39.761,151.3315909,89.50672727,196.97,22.05272727,243.1742727,9.378236364,2.088636364,0,6.42,869.5132091,231.6837818,511.5797273,122.4156091
42821,130.7556727,44.79690909,194.8808727,98.24781818,239.54,25.48454545,262.6123636,8.958809091,2.304090909,0,6.42,1014.001082,263.8637879,546.2542091,198.3683576
42822,127.2142818,42.41545455,193.6288273,90.44763636,232.54,22.52727273,236.3516364,8.803527273,2.108909091,0,8.26,964.2975455,250.2841697,507.1687364,201.383003
42823,121.1867909,43.64890909,178.5841182,94.311,212.93,21.26,220.0877273,7.984663636,2.037636364,0,7.45,909.4808455,252.682797,472.0484364,179.7083394
42824,106.0134818,38.21563636,167.1214545,77.80981818,177.45,20.81545455,202.8354545,7.801027273,1.955818182,0,7.17,807.1881455,242.2504091,395.6110455,164.1344182
42825,95.04675455,34.62127273,160.6354909,76.69272727,169.44,19.88727273,182.5790909,7.902209091,1.653090909,0,7.82,756.2779091,231.0158182,368.0884727,151.4198909
42826,88.93754545,35.82745455,141.5689818,78.19454545,173.9,14.61818182,164.941,7.225209091,1.876,0,6.56,713.6489182,205.7000909,365.6145,138.3712364
42827,91.15614545,34.25672727,144.1512727,72.375,173.1,14.51727273,172.9938182,7.213745455,1.785636364,0,5.34,716.8896182,211.1244758,376.9062273,124.2662788
42828,110.9328364,45.09672727,173.9022727,94.22036364,188.03,17.20636364,217.6783636,7.773090909,2.017636364,0,5.41,862.2676545,246.1747303,425.0052909,184.8267242
42829,112.1092909,45.94427273,173.7590182,92.47945455,199.96,17.60090909,230.342,8.705609091,2.129909091,0,8.2,891.2304636,245.3332333,437.5990182,202.3178485
42830,116.8542909,49.68781818,186.4982727,98.57336364,206.91,21.63727273,238.7679091,8.846172727,2.205636364,0,10.01,939.9907364,246.0052515,484.2860636,204.0592394
42831,123.8240909,52.93118182,178.4817545,107.0401818,206.99,26.08181818,256.0018182,8.989045455,2.402636364,0,11.09,973.8325273,253.9249939,511.4225636,202.5255152
42832,113.5357455,47.89663636,169.9404818,100.4672727,206.55,24.37636364,248.3857273,8.256818182,2.237272727,0,10.98,932.6263182,245.4257879,479.5616364,200.8787121
42833,82.94325455,35.54172727,140.5038455,85.19590909,162.89,18.71,212.4222727,6.265345455,1.865727273,0,8.45,754.7880818,208.5668606,387.2972091,153.3174667
42834,68.37475455,31.74072727,127.8911364,70.41081818,136.7,17.12727273,189.4549091,5.492981818,1.776636364,0,7.38,656.3492364,207.9578939,331.4912,111.3517788
42835,94.65889091,44.63290909,158.1797455,92.16654545,186.73,21.89545455,209.5322727,6.1466,1.946727273,0,9.19,825.0791455,240.0052242,403.9869545,175.4744212
42836,106.4920455,47.94390909,157.9065545,94.37609091,177.88,21.60363636,235.9417273,6.850018182,2.229090909,0,7.05,858.2730727,247.1511485,433.5386182,171.0138515
42837,103.6469545,46.65763636,156.0922545,102.3241818,185.17,22.23727273,228.7455455,7.040436364,2.083727273,0,8.23,862.2280091,247.7110424,446.3284455,161.9210667
42838,103.1717182,46.08663636,153.6345636,100.4222727,208.75,21.55727273,233.3863636,6.506363636,1.985545455,0,10.48,885.9807364,244.3049576,451.6493364,183.4662606
42839,89.2844,45.60681818,132.9070727,105.357,193.37,19.27181818,214.9428182,5.860536364,2.067545455,0,10.01,818.6780091,218.1315212,442.4548636,152.7935333
42840,83.91935455,42.15072727,118.2873,87.73218182,167.59,16.59454545,210.9375455,5.9365,2.059636364,0,7.88,743.0877909,204.7810273,415.1306182,119.6776909
42841,84.57833636,39.33109091,99.68874545,88.83318182,186.27,17.91909091,226.235,7.465609091,1.996181818,0,6.62,758.9372364,202.6775,432.5652818,120.4
42842,92.47336364,43.10127273,108.3544818,92.39909091,203.7,20.82454545,252.8509091,8.706609091,2.136272727,0,10.4,834.9465455,220.9819364,481.1616091,129.0108182
42843,131.3351091,52.321,164.9395,112.4424545,219.93,27.91090909,310.0850909,11.20620909,2.637090909,0,11.75,1044.557364,268.2488697,577.4460455,192.7095394
42844,143.6225,58.54763636,177.2577727,121.8015455,222.65,31.91909091,334.8759091,13.4423,2.739,0,11.01,1117.865755,278.9543667,622.3757273,210.3315697
42845,143.4276636,55.00809091,187.5446455,105.8644545,210.14,31.08272727,328.2873636,12.7437,2.793818182,0,11.14,1088.032464,266.8804394,601.0482182,213.4601697
42846,123.3151727,51.71418182,184.9601545,95.70954545,199.25,27.88818182,284.8065455,10.84332727,2.409909091,0,11.14,992.0370182,249.7602879,545.0398909,190.9550212
42847,90.62522727,46.06618182,153.7205818,90.55936364,177.9,23.65636364,252.922,8.105009091,2.257818182,0,10.07,855.8825455,224.6821939,476.1536727,148.8367697
42848,90.53066364,41.79845455,131.0741455,90.78109091,164.11,22.32363636,257.4483636,7.832245455,2.117,0,8.47,816.4856,223.5980758,461.2314818,125.1396788
42849,107.1854727,48.18863636,151.7041909,101.7579091,202.99,24.68090909,265.6723636,8.523890909,2.233,0,8.23,921.1663727,244.3494121,498.0884909,172.0757424
42850,127.7396364,52.60472727,137.2630182,111.4498182,229.54,19.27545455,284.2904545,8.675518182,2.419454545,0,8.59,981.8480818,253.0074576,549.1954,173.1093152
42851,145.7399455,55.24872727,174.2005182,112.877,253.16,21.68727273,301.9069091,11.81619091,2.490454545,0,12.15,1091.277018,266.7874697,603.3551636,215.5376576
42852,147.8953273,56.54490909,172.3978545,104.878,247.73,23.12545455,302.2757273,12.15458182,2.45,0,8.82,1078.271855,265.3101818,596.1420909,211.0287636
42853,138.0700091,52.13309091,169.3537,105.4881818,228.1,25.66818182,287.243,12.47615455,2.524545455,0,9.46,1030.516864,255.2667394,561.1681545,208.8761515
42854,100.2360273,38.72718182,141.9037727,87.91336364,178.71,20.53636364,253.0074545,10.0733,2.240818182,0,4.55,837.8982818,221.7582061,469.8387545,142.5637758
42855,87.49912727,32.03154545,123.1007182,70.80036364,150.05,17.35454545,214.0237273,8.122245455,1.802454545,0,4.72,709.5047273,204.2533515,403.7507091,96.90112121
42856,96.82743636,38.59072727,132.0147182,93.49590909,172.88,15.89090909,212.2627273,10.60151818,1.898636364,0,7.15,781.6125818,213.7241515,433.8595727,129.1421303
42857,119.8038273,49.72309091,174.0660818,98.65890909,190.87,20.03,241.0518182,10.16102727,2.086363636,0,9.12,915.5711182,250.925797,458.4204182,199.6809939
42858,122.2420273,48.58818182,179.6168455,95.65436364,198.06,17.56090909,233.9281818,9.172981818,1.979363636,0,6.29,913.0928545,248.6749061,459.9539727,198.1305212
42859,116.8161727,45.69763636,177.8525545,92.12809091,175.97,17.67090909,241.5839091,9.2692,1.989636364,0,3.74,882.7181091,250.1165727,447.3220636,179.0158364
42860,98.73996364,44.21809091,160.8789636,103.5068182,163.77,17.27363636,236.3398182,7.7616,1.991272727,0,3.83,838.3101636,243.3780879,423.7408455,164.9603212
42861,83.72160909,32.44572727,141.1620727,67.84045455,171.55,13.90090909,193.6671818,7.522654545,1.812727273,0,6.02,719.6433364,213.4559364,376.4794091,126.3929909
42862,84.28280909,34.99609091,124.7973273,69.73663636,155.67,14.01818182,188.7326364,8.2013,1.693272727,0,6.84,688.9682545,210.2858939,365.0728455,110.2345152
42863,100.0520091,42.17718182,157.5656636,90.91036364,192.24,16.40090909,229.7916364,9.265136364,2.190818182,0,7.54,848.1337182,249.212297,434.0029909,160.8984303
42864,106.7252273,41.25563636,158.3271,94.90163636,203.8,20.15,246.0755455,9.192418182,2.014090909,0,8.57,891.0116545,251.661797,443.2432091,191.5342848
42865,93.95745455,38.50290909,155.1917273,91.46172727,178.89,18.33272727,245.892,7.742418182,1.915090909,0,8.73,840.6160545,245.4777152,404.936,185.006703
42866,87.24709091,35.35072727,157.9393273,77.33181818,163.98,16.25090909,212.0800909,6.870045455,1.818727273,0,8.72,767.5887364,232.7711788,352.4873,176.682803
42867,80.26919091,33.55172727,151.2249,73.35654545,167.64,13.44363636,187.9140909,6.333872727,1.615,0,8.22,723.5689636,228.9545212,316.8912636,172.3519061
42868,65.08487273,30.72309091,116.8740273,64.902,136.51,12.14454545,150.5135455,5.290609091,1.434,0,4.69,588.1666909,194.7053333,264.4300909,123.5024485
42869,61.04706364,30.33209091,104.9802,60.08163636,126.8,11.13818182,144.588,5.306936364,1.343272727,0,3.09,548.7073818,194.1820394,243.6369545,105.539297
42870,72.03767273,34.36463636,136.5549273,68.84563636,160.79,13.45363636,167.9395455,5.344418182,1.636363636,0,3.49,664.4568364,221.5897606,279.8184909,157.7518576
42871,66.8715,31.92709091,135.5844182,67.39263636,150.41,14.03181818,161.9080909,5.342645455,1.473272727,0,3.91,638.8514727,218.2842394,253.7751636,161.8371606
42872,61.87582727,29.31509091,133.9393364,61.66554545,171.3,13.84454545,149.0402727,4.781636364,1.369181818,0,6.23,633.3614364,211.8869909,249.6042455,167.2486545
42873,70.70938182,30.90018182,142.8346727,65.63090909,165.97,13.12545455,146.8652727,4.2918,1.336363636,0,8.01,649.6740364,215.1455485,252.5660727,176.797597
42874,75.19908182,32.84954545,136.5512727,70.82936364,167.51,11.79727273,151.9399091,6.614272727,1.729181818,0,7.47,662.4899,217.9000667,275.6849,163.7517515
42875,62.60163636,27.50445455,104.1777545,62.2,141.45,11.08545455,139.4125455,6.129536364,1.642909091,0,5.72,561.9242909,196.9527606,255.4438727,106.3790212
42876,55.66263636,26.44009091,93.51662727,57.54554545,122.26,11.69181818,141.601,5.329554545,1.37,0,3.04,518.4572727,192.8221697,235.1936455,87.03927576
42877,67.11549091,29.87072727,136.6506364,70.37181818,133.08,15.01090909,161.9335455,4.912072727,1.427727273,0,5.34,625.7129273,221.3449848,246.1220273,152.6387333
42878,63.09769091,29.93463636,145.2381273,69.32272727,140.56,14.55727273,152.138,4.705363636,1.475545455,0,7.98,629.0093636,218.4527939,237.4865818,167.5604424
42879,59.00497273,31.345,146.2665364,68.81118182,134.64,11.95,155.2154545,3.984281818,1.548636364,0,6.96,619.7260636,217.9892152,227.1082455,169.8080576
42880,46.51159091,24.00081818,139.472,54.03854545,130.85,11.05727273,133.5617273,3.359036364,1.225909091,0,5.82,549.8969,204.9864515,205.2812818,134.9758939
42881,49.81061818,25.15790909,129.1625455,57.81481818,108.39,10.98363636,136.2135455,3.692845455,1.224272727,0,5.12,527.5701909,205.5501697,196.4739455,121.2034394
42882,43.66385455,22.53963636,102.7489091,51.99654545,96.92,9.841818182,117.1503636,2.905927273,1.310909091,0,5.12,454.1979636,186.9646061,167.6317273,94.81408485
42883,43.48290909,22.88218182,94.7988,52.03690909,99.38,10.12909091,113.5280909,2.843954545,1.177,0,5.74,445.9989364,185.2002848,162.6613727,93.17491515
42884,61.36299091,30.80336364,137.1032455,67.81654545,127.71,13.18363636,139.8656364,4.107163636,1.339545455,0,8.31,591.6021273,213.2237394,203.4482545,169.6637697
42885,63.35735455,32.03145455,138.6904727,68.71109091,128.11,15.63818182,140.2494545,4.134227273,1.417636364,0,6.72,599.0598727,208.9822273,207.5615818,176.1246091
42886,63.32742727,30.25127273,145.4009364,69.17072727,131.39,13.64363636,142.1783636,4.283781818,1.429727273,0,5.78,606.8558727,218.0763424,208.9912,173.9706939
42887,61.95830909,30.42345455,143.2938,69.00772727,119.1,15.08636364,146.2920909,4.062472727,1.449363636,0,6.86,597.5335818,215.9528364,207.0340636,168.5298636
42888,59.45248182,29.23481818,106.6536182,64.81972727,130.39,11.85636364,138.0206364,4.030190909,1.498454545,0,7.11,553.0662909,200.6405455,187.1272818,160.0293727
42889,48.87014545,24.48836364,109.8702182,50.67318182,105.93,9.405454545,113.3979091,3.202727273,1.255181818,0,5.35,472.4431818,179.4418455,166.9629636,122.3236455
42890,44.96709091,23.81645455,102.4870182,47.18109091,102.53,9.249090909,111.459,3.502890909,1.222727273,0,6.17,452.5853636,179.3795697,173.2981182,96.26585758
42891,48.34760909,24.849,145.3757636,48.32445455,135.96,9.749090909,119.1473636,3.591881818,1.111818182,0,5.96,542.4169818,192.7680182,213.4554818,132.8316636
42892,59.24309091,28.67363636,142.9532909,58.44172727,138.61,13.26545455,147.7015455,4.664254545,1.577181818,0,5.37,600.5001818,217.7540424,254.8823,122.4822939
42893,59.83756364,28.78236364,139.9511273,64.21263636,130.7,17.64545455,154.9622727,5.489145455,1.664454545,0,8.94,612.1850182,222.9722788,265.6689091,119.0232848
42894,61.82126364,29.60781818,141.6972455,60.87227273,135.45,15.16,154.0992727,5.332872727,1.502636364,0,8.62,614.1633818,222.2884485,248.5558273,137.778197
42895,57.47407273,29.96136364,141.4929364,66.21827273,126.79,12.25454545,149.9584545,4.345872727,1.516545455,0,6.74,596.7520636,217.8797455,225.4815182,147.6935273
42896,45.8838,24.76672727,109.2833545,51.60372727,96.23,10.20727273,125.1061818,3.531163636,1.402272727,0,3.13,471.1445,190.7957576,183.6171818,93.40874242
42897,45.40271818,23.43963636,98.78963636,49.36818182,91.53,10.25454545,114.7550909,3.335509091,1.113272727,0,3.03,441.0185909,188.0719182,172.5939182,76.94248182
42898,59.60283636,29.61,145.7993636,65.36390909,122.96,15.36272727,138.121,3.745772727,1.564363636,0,6.12,588.2499727,218.3754394,215.8101364,148.6686697
42899,62.52981818,30.36381818,156.1312273,73.62318182,134.45,14.89363636,146.3747273,4.433809091,1.599272727,0,6.83,631.2294909,221.7835576,222.0728545,181.3995333
42900,62.95395455,30.82009091,157.6648636,69.57663636,123.73,15.89272727,144.1987273,3.680290909,1.381909091,0,4.85,614.7492,216.8624061,209.4931,182.8148758
42901,59.1067,27.47763636,158.9917091,63.14563636,110.28,12.33454545,127.3857273,3.646109091,1.365545455,0,4.53,568.2636091,203.0293848,198.1177636,162.301097
42902,60.17669091,27.35718182,152.0778818,59.501,121.84,13.54818182,131.832,3.626645455,1.569727273,0,7.4,578.9293091,210.4763333,203.9679545,161.4817485
42903,45.07928182,23.17990909,115.5043091,48.30427273,103.22,9.200909091,122.4920909,5.539127273,1.393272727,0,7.42,481.3331727,191.6902606,171.4936364,115.4550939
42904,45.20617273,22.98718182,96.54519091,52.05772727,104.06,9.452727273,120.2122727,2.543745455,1.195272727,0,7.85,462.1102909,192.0548576,159.6463636,107.426797
42905,63.19836364,29.10781818,145.9656364,68.16836364,130.56,16.29818182,140.8522727,3.432954545,1.367909091,0,8.82,607.7715,216.421,187.7456273,198.7344182
42906,63.89734545,29.58336364,157.2958636,69.63327273,131.68,15.94363636,138.7732727,3.520863636,1.317,0,8.87,620.5146182,211.9975788,189.1189818,213.2150576
42907,61.73442727,29.83654545,163.3112455,69.05227273,132.81,16.34818182,141.3779091,3.647754545,1.406545455,0,8.85,628.3748818,214.0356485,189.0550455,219.8318242
42908,61.74377273,28.69063636,168.1941273,66.35872727,130.26,17.00363636,135.5042727,3.430272727,1.251090909,0,6.51,618.9465364,211.3886788,186.8278818,215.0967939
42909,55.71894545,26.56054545,163.0253091,64.31827273,112.42,14.32,128.9305455,3.454081818,1.171909091,0,5.86,575.7796091,208.8275939,184.5668909,177.4623061
42910,42.75712727,23.79909091,129.6941273,54.57063636,97.56,12.78636364,111.0524545,3.082281818,1.161,0,5.79,482.2530818,191.4169333,165.4003091,122.7823848
42911,43.42754545,23.57754545,111.9317636,55.93972727,106.69,10.66363636,113.1432727,2.866172727,1.109454545,0,6.96,476.3091182,191.1421121,167.8662455,114.3730333
42912,63.64937273,30.548,153.7627545,73.759,134.08,13.48,148.1947273,3.811863636,1.373363636,0,10.38,633.0390818,226.4831758,202.7406545,198.4082515
42913,64.28455455,31.42009091,155.7690545,73.70881818,136.25,14.09818182,149.9077273,3.664354545,1.519727273,0,10.15,640.7725091,217.4724879,212.8005182,204.9542303
42914,63.89723636,30.82745455,151.9030818,74.18090909,137.87,12.72454545,147.3317273,3.836881818,1.352181818,0,8.66,632.5840182,224.5868212,219.3013,182.901897
42915,64.31932727,30.05263636,138.1525636,71.36936364,143.32,12.46363636,149.7038182,4.086445455,1.475636364,0,5.93,620.8734273,220.4656273,223.6223455,170.9565455
42916,57.92265455,29.16081818,142.1968909,68.20990909,133.72,12.32727273,139.7107273,4.224681818,1.613090909,0,7.11,596.1960455,212.0415515,213.0842545,165.4353303
42917,50.34275455,27.56845455,104.0656091,56.84781818,104.07,9.248181818,125.435,3.3707,1.522454545,0,6.28,488.7509727,193.3682545,186.6906,105.4628455
42918,47.54755455,25.71781818,91.76820909,57.39581818,99.97,9.323636364,126.9296364,3.335836364,1.250727273,0,5.81,469.0492364,193.6112727,181.0354364,90.64070909
42919,67.48152727,29.45081818,138.3818727,67.33690909,128.77,13.99181818,151.4850909,3.858881818,1.495818182,0,9.85,612.1027364,220.6941636,210.6562091,175.1012727
42920,68.49555455,31.66227273,149.7853818,76.87536364,135,12.76090909,151.8751818,3.961181818,1.511818182,0,10.83,642.7576636,224.7822364,215.2910273,196.5214909
42921,67.16565455,30.00809091,158.7772818,75.48445455,136.2,11.97727273,153.3294545,3.990618182,1.395363636,0,11.49,649.8181909,225.0163152,206.0880091,213.2443212
42922,65.3692,29.59527273,161.6755091,74.53627273,130.56,13.55909091,151.1777273,3.670809091,1.464090909,0,11.38,642.9879727,222.6658818,198.8518545,215.8619636
